Gene,S4,S5,S6,S7,S8,S9,S11,S13,S14,SYMBOL
ENSMUSG00000029212,0.4774,0.4016,0.3526,0.575,0.3748,0.3723,0.5273,0.4228,0.6791,Gabrb1
ENSMUSG00000105489,0,0,0,0.1198,0,0,0,0,0.1018,Gm38562
ENSMUSG00000080736,0,0,0,0.3498,0,0,0,0,0,Gm15617
ENSMUSG00000082705,0,0,0,0.3596,0,0,0,0.4001,0,Gm15616
ENSMUSG00000029213,25.6294,23.496,22.384,26.9899,22.8751,25.9496,23.6398,26.3028,27.4572,Commd8
ENSMUSG00000105016,0,0,0,0,0,0,0,0,0,Gm42569
ENSMUSG00000046808,24.318,26.3728,22.4566,23.8498,23.9608,22.934,28.1019,30.7412,28.5771,Atp10d
ENSMUSG00000005220,3.643,3.68,2.7668,3.2214,4.3083,3.8459,2.8405,3.7509,4.3081,Corin
ENSMUSG00000089195,0,0,0,0,0,0,0,0,0,Gm25768
ENSMUSG00000093400,0,0,0,0,0.1729,0,0,0,0,Gm20647
ENSMUSG00000093644,0,0,0,0,0,0,0,0,0,Gm19560
ENSMUSG00000095112,0,0,0,0,0,0,0,0,0,Gm23712
ENSMUSG00000093771,0,0,0,0,0,0,0,0,0,AU023070
ENSMUSG00000072889,7.069,7.7849,6.1115,6.5583,7.3672,6.2791,6.7371,6.2492,6.4564,Nfxl1
ENSMUSG00000105510,0.1483,0,0.154,0.4086,0.1497,0.1626,0.67,0.4547,0.463,Gm43815
ENSMUSG00000105865,0,0.6502,0.5886,0,0,0,0,0,0,Gm34144
ENSMUSG00000063935,0,0,0,0,0,0,0,0,0,Zar1
ENSMUSG00000060204,0,0,0.1103,0.0976,0.2144,0,0.06,0,0.1658,Gm5868
ENSMUSG00000067220,0.3016,0.1065,0.3132,0.2771,0.3045,0.1272,0.131,0.1423,0.2174,Cnga1
ENSMUSG00000105124,0.2507,0,0.1302,0.2303,0,0,0.0708,0,0,Gm5297
ENSMUSG00000106136,0,0,0,0,0,0,0.1137,0,0,4933408A14Rik
ENSMUSG00000067219,4.712,6.0954,8.6067,8.2267,12.9867,6.3033,4.3031,2.5956,4.2522,Nipal1
ENSMUSG00000054892,0.5896,0.6149,0.3062,0.8001,0.6493,1.2932,0.7341,0.5752,0.6695,Txk
ENSMUSG00000105089,0,0,0,0,0,0,0,0,0,Gm43717
ENSMUSG00000029217,10.6654,9.0412,9.162,11.2376,12.0715,11.3518,11.8033,16.4702,11.4478,Tec
ENSMUSG00000106739,0,0,0,0.064,0,0,0,0,0.0544,Gm43499
ENSMUSG00000052154,0.1869,0.3574,0.3235,0.2289,0.5032,0.1367,0.2111,0.6368,0.0973,Gm9870
ENSMUSG00000036087,49.364,45.422,36.8776,41.9274,39.8266,40.3522,42.1427,38.9211,46.5132,Slain2
ENSMUSG00000063656,2.9128,4.0097,3.0249,1.0702,1.7641,3.1942,3.6191,1.7861,2.2738,Gm10135
ENSMUSG00000088268,20.4845,13.7077,3.5455,3.1361,8.6153,5.6159,8.6767,1.7446,7.9954,Gm24776
ENSMUSG00000029219,0.0697,0.2399,0.0724,0.1281,0.0704,0.2293,0.3543,0.0712,0.3265,Slc10a4
ENSMUSG00000081849,0,0.1581,0,0,0.1391,0.1512,0.0779,0,0,Gm15847
ENSMUSG00000107373,0.1181,0,0.0613,0,0,0,0.0333,0,0,Gm42668
ENSMUSG00000070733,21.1338,22.082,15.4845,22.777,23.6145,21.3529,23.8986,19.1791,22.2608,Fryl
ENSMUSG00000107171,0.7823,0.0499,0.1354,0.479,0.5264,0.1906,0.4663,0.1332,0.2375,Gm42572
ENSMUSG00000086376,0,0,0,0,0,0,0,0,0,1700071G01Rik
ENSMUSG00000107109,0,0,0,0,0,0,0,0,0,Gm42571
ENSMUSG00000090561,0.2276,0,0.2364,0.2091,0,0,0,0.2326,0.1777,Gm17207
ENSMUSG00000107087,0,0,0,0,0,0,0,0,0,Gm34411
ENSMUSG00000100175,0,0,0,0,0,0,0,0,0,1700025M24Rik
ENSMUSG00000106999,0,0,0,0,0,0,0.2833,0,0,Gm42734
ENSMUSG00000029152,76.4242,73.6234,73.5329,66.9242,68.1669,67.2857,66.9302,73.2629,74.9319,Ociad1
ENSMUSG00000107292,0,0,0,0,0,0,0,0,0,Gm42733
ENSMUSG00000107331,12.6324,13.6471,8.1514,9.2379,8.1705,8.3386,9.3509,9.7767,9.6697,Gm42732
ENSMUSG00000029153,29.5014,31.5534,32.4852,28.288,36.8008,36.0777,27.0177,31.804,31.492,Ociad2
ENSMUSG00000107272,0,0.1793,0,0,0,0,0,0,0.122,Gm34583
ENSMUSG00000106958,0,0,0,0,0,0,0,0,0,Gm35960
ENSMUSG00000029154,0,0,0.0523,0,0,0.0552,0.0569,0.2059,0.1966,Cwh43
ENSMUSG00000106675,0,0,0,0,0,0,0,0,0,Gm43798
ENSMUSG00000082039,0,0,0,0,0,0,0,0,0,Gm15653
ENSMUSG00000051674,12.3623,13.1374,9.5302,15.5356,14.1115,14.1389,14.2349,13.7711,13.992,Dcun1d4
ENSMUSG00000067206,0.136,0,0.0471,0.0833,0.1831,0.2486,0.1792,0.139,0.1062,Lrrc66
ENSMUSG00000029156,27.1004,24.0227,23.5909,26.857,23.8804,29.5995,30.795,30.6217,32.6662,Sgcb
ENSMUSG00000106773,0.2536,0,0.2633,0.4658,0.2559,0.278,0.1432,0,0,Gm43799
ENSMUSG00000029155,38.6698,33.9694,19.1023,35.7768,39.5952,34.6124,41.9868,31.83,41.935,Spata18
ENSMUSG00000107027,0,0,0,0,0,0,0,0,0,1700019F05Rik
ENSMUSG00000106968,0,0,0,0,0,0,0,0,0,C78283
ENSMUSG00000054814,31.2484,29.8543,23.0016,29.3745,27.1193,32.2964,28.9517,27.5731,31.438,Usp46
ENSMUSG00000087250,0.578,0.663,0,0,0,0,0,0,0,Usp46os1
ENSMUSG00000086234,0,0,0.3153,0,0,0,0.0857,0,0,Usp46os2
ENSMUSG00000106993,0,0,0,0.0518,0.0854,0,0,0.0288,0.022,Gm43417
ENSMUSG00000106973,0,0,0,0,0,0,0,0,0,Gm43415
ENSMUSG00000107255,0,0,0,0,0,0,0,0,0,Gm43416
ENSMUSG00000106943,0.5004,0.7175,0.4547,0.5746,0.442,0.7545,0.8125,1.0228,0.5859,Dancr
ENSMUSG00000053656,0,0,0,0,0,0,0,0,0,Dancr
ENSMUSG00000093355,0,0,0,0,0,0,0,0,0,Snora26
ENSMUSG00000106735,0,0.0866,0.0392,0,0.0381,0,0.0213,0.0386,0,A330058E17Rik
ENSMUSG00000049907,43.2741,37.9523,33.5108,40.187,32.5715,41.4952,34.3001,38.0469,35.1067,Rasl11b
ENSMUSG00000062110,3.5107,4.1712,3.0692,3.7349,3.7787,3.6142,3.9655,4.5582,4.1808,Scfd2
ENSMUSG00000107209,0,0,0,0,0,0,0,0,0,Gm42599
ENSMUSG00000080700,0.3212,0.3685,0.3336,0,0.3243,0,0,0.3283,0,Gm15981
ENSMUSG00000084132,0,0,0,0,0,0,0,0,0,Gm15982
ENSMUSG00000107009,0,0.0612,0,0,0,0,0,0,0,6720475M21Rik
ENSMUSG00000106992,0.0914,0,0,0.2519,0,0,0.1033,0,0,Gm43167
ENSMUSG00000029227,20.1715,19.4179,16.6956,18.57,17.8312,18.219,18.5953,18.9116,19.2486,Fip1l1
ENSMUSG00000107165,0.1104,0.2532,0.2293,0.7097,0.4457,0,0.4987,0.2256,0.1723,Gm43747
ENSMUSG00000029228,4.9843,3.1227,3.1455,4.5079,3.096,3.6999,4.5039,2.7821,3.6514,Lnx1
ENSMUSG00000085657,0.1883,0.108,0,0.346,0,0,0,0,0.147,Gm15984
ENSMUSG00000085497,0,0,0,0,0,0,0,0,0,Gm15985
ENSMUSG00000106987,0.0877,0,0,0.0806,0,0.0962,0.0495,0.1793,0,Gm42575
ENSMUSG00000106806,0.1629,0,0,0,0,0,0,0,0.1272,Gm17906
ENSMUSG00000072874,0,0,0,0.0938,0,0,0,0,0,Gm6116
ENSMUSG00000107306,0.2743,0.1049,0.3324,0.084,0.4615,0.1504,0.1549,0.3738,0.1071,Gm42577
ENSMUSG00000029229,13.5363,13.0236,14.0103,14.3426,12.7817,12.9287,12.4239,12.8646,12.9645,Chic2
ENSMUSG00000107205,0.5674,0.1183,0.375,0.3317,0.2083,0.1697,0.2039,0,0.1611,Gm42576
ENSMUSG00000107162,0,0.2957,0,0.2368,0,0,0,0,0,Gm18593
ENSMUSG00000035946,0,0,0,0,0.089,0,0,0,0,Gsx2
ENSMUSG00000106900,0,0,0,0,0,0,0,0,0,Gm2040
ENSMUSG00000107192,0.1075,0.2466,0,0.3949,0,0,0.0607,0.1098,0.0839,Gm19583
ENSMUSG00000107258,0,0,0,0,0,0,0,0,0,Olfr1401-ps1
ENSMUSG00000029231,78.4556,64.8836,43.6198,69.7259,46.0041,52.5015,60.132,49.0638,53.3674,Pdgfra
ENSMUSG00000106760,0,0,0,0,0,0,0,0,0,Gm42802
ENSMUSG00000107245,0.651,0.7468,1.0141,1.794,0.9857,1.7848,0.5515,0,0.5082,Gm42803
ENSMUSG00000099060,1.9839,2.2758,4.1204,0,4.0049,2.1755,1.1204,2.0275,6.1946,Mir7025
ENSMUSG00000106704,0,0,0,0,0,0,0,0,0,Gm42799
ENSMUSG00000106689,0,0,0,0,0,0,0.0596,0,0,Gm18345
ENSMUSG00000088210,0,0,0,0,0,0,0,0,0,Gm22084
ENSMUSG00000107386,0,0,0,0,0,0,0,0,0,Gm42800
ENSMUSG00000089078,0,0,0,0,0,0,0,0,0,Gm24502
ENSMUSG00000005672,74.5315,71.8727,60.3769,84.5486,59.7155,75.7523,75.7746,45.6959,43.4173,Kit
ENSMUSG00000106754,0,0.2708,0,0,0,0,0.1333,0,0,Gm43101
ENSMUSG00000107251,0,0,0,0,0.0638,0,0,0,0.0493,Gm43102
ENSMUSG00000106726,0,0,0,0,0,0,0,0,0,Gm43100
ENSMUSG00000107061,0.86,0.5637,0.1276,0.4514,0.496,0.943,0.4857,0.6278,0.0959,Gm19590
ENSMUSG00000103684,0,0,0,0,0,0,0.2099,0,0,Gm38180
ENSMUSG00000100936,0,0,0,0,0,0,0,0,0,Gm28865
ENSMUSG00000088783,0,0,0,0,0,0,0,0,0,Gm25374
ENSMUSG00000062960,204.2439,200.1506,159.2941,242.1195,187.3539,195.8973,242.811,188.8983,241.0418,Kdr
ENSMUSG00000106756,0,0,0,0,0,0,0,0,0,Gm32780
ENSMUSG00000107020,2.0853,0,0.4331,0.7662,1.2629,0,1.8843,1.2787,0.9767,Gm6051
ENSMUSG00000029233,16.4241,16.1959,16.925,16.2181,17.7896,18.7036,17.6061,19.7551,17.1851,Srd5a3
ENSMUSG00000029234,71.5877,72.1658,73.8718,72.7403,75.752,78.8774,81.4053,84.5253,86.2603,Tmem165
ENSMUSG00000083152,0.9371,1.0749,0.6488,1.1477,1.8917,0.6851,1.4113,0,0.9753,Apc-ps1
ENSMUSG00000029238,29.1323,27.0764,17.0704,22.2705,16.2465,16.7123,19.5032,20.9855,24.8787,Clock
ENSMUSG00000106831,3.1984,2.5683,3.6536,4.4069,2.2599,3.8581,2.3482,3.5956,4.7438,Ube2n-ps1
ENSMUSG00000106815,0.0352,0,0,0.0323,0,0,0.0199,0,0,Gm43658
ENSMUSG00000098449,1.5761,1.2915,1.8706,1.241,0.6818,0.2469,1.9075,1.6108,1.5819,Gm7467
ENSMUSG00000029235,0,0,0,0,0,0,0,0,0,Pdcl2
ENSMUSG00000087037,0,0,0,0,0,0,0,0,0,4930432L08Rik
ENSMUSG00000029236,0,0,0,0,0,0.3889,0,0,0,Nmu
ENSMUSG00000107160,0,0,0,0,0,0,0,0,0,Gm42666
ENSMUSG00000106982,0,0,0,0,0,0,0,0,0,Gm42665
ENSMUSG00000091204,0,0,0,0,0,0,0,0,0,Gm7271
ENSMUSG00000036435,8.8264,9.384,7.7355,9.2723,9.0569,10.0267,10.3622,10.715,9.5643,Exoc1
ENSMUSG00000036403,7.3525,7.4973,4.7934,7.8982,7.0092,7.5254,7.7513,7.2429,7.4455,Cep135
ENSMUSG00000103529,0.1815,0.2776,0.2513,0.1667,0.1221,0.1327,0.1366,0.0618,0.0944,A730089K16Rik
ENSMUSG00000036377,2.8037,2.8878,2.416,3.1343,3.6128,2.6167,2.3785,2.7312,2.8592,C530008M17Rik
ENSMUSG00000083874,0,0,0,0,0,0,0,0,0,Gm7494
ENSMUSG00000055923,3.6196,3.197,2.4706,3.5746,3.6192,2.6648,3.0519,3.0045,2.547,Aasdh
ENSMUSG00000029246,17.0349,17.2561,16.1388,18.5759,20.7812,20.0645,18.9415,16.5952,18.3267,Ppat
ENSMUSG00000072852,2.0415,1.9162,4.2403,4.7735,2.248,3.46,5.0313,3.7936,3.3323,2310040G07Rik
ENSMUSG00000029247,134.0849,127.7951,137.0602,134.1636,156.2082,137.0385,127.523,136.7955,141.3248,Paics
ENSMUSG00000036323,48.9695,49.2824,45.1476,53.5677,56.7901,49.3923,48.308,53.8784,50.9959,Srp72
ENSMUSG00000063820,1.7213,0.5642,0.5107,0.4518,0.9929,1.0787,0.8333,0.2513,0.9598,Arl9
ENSMUSG00000086632,0,0.2124,0,0.1701,0,0,0.4182,0.1892,0.4335,1700112J05Rik
ENSMUSG00000029248,0.7854,1.802,0.9516,0.9619,0.2643,1.0048,1.072,0.8696,1.0729,Thegl
ENSMUSG00000059325,1206.016,1164.529,1212.5107,1110.4746,992.9045,1151.1385,1129.6358,1104.2838,1164.6766,Hopx
ENSMUSG00000087541,7.4243,4.5625,4.5893,5.6831,5.7096,6.9785,7.188,3.2518,5.2436,Hopxos
ENSMUSG00000085858,0,0,0,0.2613,0,0,0,0,0,Gm15831
ENSMUSG00000106783,1.353,1.0348,0.2342,0,1.3657,0.4946,1.2736,1.1523,0.176,Chaer1
ENSMUSG00000053030,1.6767,1.9234,1.7413,1.5402,2.0685,2.8602,3.1565,2.6656,2.1815,Spink2
ENSMUSG00000107034,0,0,0,0,0,0,0,0,0,Gm19060
ENSMUSG00000029249,16.1604,17.0927,14.7559,17.2345,17.5842,15.7824,16.4858,17.5339,17.0901,Rest
ENSMUSG00000093061,0,0,0,0,0,0,0,0,0,Mir5098
ENSMUSG00000036285,10.1296,8.4852,9.3843,7.5642,8.7902,7.7518,8.6224,10.1662,10.7518,Noa1
ENSMUSG00000029250,44.7936,44.6732,39.9516,45.8846,47.0236,48.3969,47.7001,46.5183,46.5327,Polr2b
ENSMUSG00000107238,0,0,0,0,0,0,0,0,0,Gm42758
ENSMUSG00000036256,1011.6127,1032.5988,1064.9246,982.6609,1036.6684,977.788,1092.6566,1729.8119,1507.9111,Igfbp7
ENSMUSG00000106828,0,0.4982,0.4511,0.399,0,0,0,0,1.0172,Gm34648
ENSMUSG00000106906,0,0,0,0,0,0,0,0,0,Gm34728
ENSMUSG00000107232,0,0,0,0,0,0,0,0,0,1700017L05Rik
ENSMUSG00000106985,0,0,0,0,0,0,0,0,0,Gm42761
ENSMUSG00000047652,0,0,0,0,0,0,0,0,0,Pea15b
ENSMUSG00000089415,0,0,0,0,0,0,0,0,0,Gm22011
ENSMUSG00000106996,0,0,0,0,0,0,0,0,0,Gm31049
ENSMUSG00000106960,0,0,0,0,0,0,0,0,0,Gm42673
ENSMUSG00000044058,0,0,0,0,0,0,0,0,0,Mthfr-ps1
ENSMUSG00000107309,0,0,0,0,0,0,0,0,0,Gm43232
ENSMUSG00000077178,0,0,0,0,0,0,0,0,0,Gm25756
ENSMUSG00000107308,0,0,0,0,0,0,0,0,0,Gm43234
ENSMUSG00000107183,0,0,0,0,0,0,0,0,0,Gm18452
ENSMUSG00000088422,0,0,0,0,0,0,0,0,0,Gm22553
ENSMUSG00000084435,0,0,0,0,0,0,0,0,0,Gm23429
ENSMUSG00000095594,0,0,0,0,0,0,0,0,0,Gm24304
ENSMUSG00000065235,0,0,0,0,0,0,0,0,0,Gm22974
ENSMUSG00000083829,0,0,0,0.3086,0.1695,0.3684,0,0,0.3934,Gm2199
ENSMUSG00000037605,14.143,11.3379,10.4787,14.9438,10.4772,13.0061,12.6585,9.1796,9.3876,Adgrl3
ENSMUSG00000107226,0,0,0,0,0.0431,0,0,0,0.0333,Gm43594
ENSMUSG00000107375,0,0.1778,0,0,0,0,0,0,0,Gm43084
ENSMUSG00000106611,0,0,0,0,0,0,0,0,0,Gm22048
ENSMUSG00000087431,3.3897,2.3146,2.3468,2.8913,1.7922,2.0356,2.826,1.7321,1.638,Gm16054
ENSMUSG00000106746,0.8738,1.1695,1.3612,1.204,0.735,1.7568,1.316,0.8931,1.1369,2900064F13Rik
ENSMUSG00000106860,0,0,0,0,0,0,0,0,0,1700008H02Rik
ENSMUSG00000099863,0,0,0,0,0,0,0,0,0,1700031L13Rik
ENSMUSG00000106926,1.2862,1.2646,1.1449,0.6751,1.1128,1.6119,0.8301,0.9389,1.8646,Rpl7-ps7
ENSMUSG00000080586,0,0,0,0,0,0,0,0,0,Mir1187
ENSMUSG00000089162,0,0,0,0,0,0,0,0,0,Gm24129
ENSMUSG00000106606,0,0,0,0,0,0,0,0,0,Gm43217
ENSMUSG00000049537,1.9366,2.2932,2.0111,2.3527,1.7025,2.6717,1.8699,2.043,3.2673,Tecrl
ENSMUSG00000081822,0,0,0,0.1554,0.1707,0,0.0955,0,0,Gm15626
ENSMUSG00000104537,0,0,0,0,0,0,0,0,0,Gm44303
ENSMUSG00000077288,0,0,1.155,0,0,0,0,0,0,Gm25765
ENSMUSG00000084731,0,0,0,0,0,0,0,0,0,Gm25806
ENSMUSG00000077474,0,0,0,0,0,0,0,0,0,Gm24792
ENSMUSG00000106576,0,0,0,0,0,0,0,0,0.1946,Gm4866
ENSMUSG00000029245,0,0.0201,0.0091,0.0081,0.0089,0.0192,0.0446,0.0269,0.0068,Epha5
ENSMUSG00000079067,0,0.6036,0.5464,1.45,0,0.577,0.5943,0.5378,0,Hmgn2-ps1
ENSMUSG00000106598,0,0,0,0,0,0,0,0,0,Gm43532
ENSMUSG00000105658,0,0,0,0,0,0,0,0,0,Gm43531
ENSMUSG00000106389,0,0,0,0,0,0,0,0,0,Gm21006
ENSMUSG00000104878,0,0,0,0,0,0,0,0,0,Gm43567
ENSMUSG00000064555,0,0,0,0,0,0,0,0,0,Gm24626
ENSMUSG00000106225,0,0,0,0,0,0,0,0,0,Gm43564
ENSMUSG00000029253,9.7454,9.2664,8.4427,8.5927,9.2582,9.4868,8.8297,9.2141,8.9093,Cenpc1
ENSMUSG00000106282,0,0,0,0,0,0.1413,0,0,0,Gm2287
ENSMUSG00000029254,1.6299,1.4903,1.4718,3.5801,3.1949,2.9271,2.9349,2.221,1.8439,Stap1
ENSMUSG00000064859,0,0,0,0,0,1.894,0,0,0,Gm24524
ENSMUSG00000035898,12.4332,11.7446,7.7172,8.4953,10.316,9.333,10.0095,10.923,11.6721,Uba6
ENSMUSG00000029255,0.0459,0,0,0,0,0.0504,0,0,0,Gnrhr
ENSMUSG00000061184,0,0,0,0,0,0,0,0,0,Tmprss11c
ENSMUSG00000094833,0,0,0,0,0,0,0,0,0,Gm25473
ENSMUSG00000061259,0.0525,0,0,0,0,1.3819,0.0593,0,0,Tmprss11d
ENSMUSG00000072845,0,0.0884,0,0.0236,0,1.324,0.0145,0.0263,0,Tmprss11a
ENSMUSG00000079451,0.0293,0,0,0,0.0295,0.2247,0,0.0299,0.0229,Tmprss11g
ENSMUSG00000048764,0,0,0,0,0,0.3311,0,0,0,Tmprss11f
ENSMUSG00000035861,0,0,0,0,0,0.3088,0,0,0,Tmprss11b
ENSMUSG00000106507,0,0,0,0,0,0,0,0,0,Gm43056
ENSMUSG00000054537,0,0,0,0,0.0434,0.1885,0,0,0,Tmprss11e
ENSMUSG00000089851,0,0,0,0,0,0,0,0,0,Gm16579
ENSMUSG00000105704,0,0,0,0,0,0,0,0,0,Gm43055
ENSMUSG00000104937,0,0,0,0,0,0,0,0,0.5343,Gm43057
ENSMUSG00000035851,21.3794,21.8607,18.0254,21.3968,19.4415,21.6878,20.5592,18.6514,18.6789,Ythdc1
ENSMUSG00000105309,0,0,0,0,0,0,0,0,0,Gm21461
ENSMUSG00000029260,0.0681,0.2343,0.0354,0.2815,0.0687,0.2987,0.2692,0.2784,0.2923,Ugt2b34
ENSMUSG00000096303,0,0,0,0,0,0,0,0,0,Gm25211
ENSMUSG00000035836,0,0,0,0.0524,0,0,0,0,0.0445,Ugt2b1
ENSMUSG00000075983,0,0,0,0,0,0,0,0,0,Gm24121
ENSMUSG00000104798,0,0,0,0,0,0.101,0,0,0,Gm20121
ENSMUSG00000106185,0,0,0,0,0,0,0,0,0,Gm7631
ENSMUSG00000104802,0.584,0.6699,0.4851,0.5364,0.8252,1.2807,1.3192,0.7162,0.7294,Gm5869
ENSMUSG00000035811,0,0,0,0,0,0,0,0.0447,0,Ugt2b35
ENSMUSG00000105315,0,0,0,0,0,0,0,0,0,Gm18635
ENSMUSG00000106003,0,0,0,0,0,0,0,0,0,Gm42465
ENSMUSG00000070704,0,0,0,0,0,0,0,0,0,Ugt2b36
ENSMUSG00000105625,0,0,0,0,0,0,0,0,0,Gm31230
ENSMUSG00000106502,0,0,0,0,0,0,0,0,0,Gm42795
ENSMUSG00000054630,0,0,0,0,0,0,0,0,0,Ugt2b5
ENSMUSG00000106111,0,0,0,0,0,0,0,0,0,Gm5717
ENSMUSG00000106330,0,0,0,0,0,0,0,0,0,Gm43369
ENSMUSG00000105240,0,0,0,0,0,0,0,0,0,Gm19418
ENSMUSG00000057425,0,0,0,0,0,0,0,0,0,Ugt2b37
ENSMUSG00000105897,0,0,0,0,0,0,0,0,0,Gm7646
ENSMUSG00000035780,0,0,0,0.0637,0,0,0.0392,0,0,Ugt2a3
ENSMUSG00000106303,0,0,0,0,0,0,0,0,0,Gm7652
ENSMUSG00000105192,0,0,0,0,0,0,0,0,0,Gm42796
ENSMUSG00000104664,0,0,0,0,0,0,0,0,0,Gm35570
ENSMUSG00000106397,0,0,0,0,0,0,0,0,0,Gm21049
ENSMUSG00000106132,0,0,0,0,0,0,0,0,0,Gm43370
ENSMUSG00000061906,0,0,0,0,0,0,0,0,0,Ugt2b38
ENSMUSG00000029268,0,0,0,0,0,0,0,0,0,Ugt2a2
ENSMUSG00000106677,0,0,0,0,0,0,0,0,0,Ugt2a1
ENSMUSG00000107180,0,0,0,0,0,0,0,0,0,Gm43638
ENSMUSG00000029269,0.1056,0.2423,0,0.194,0.1066,0.0579,0.2684,0.3238,0.371,Sult1b1
ENSMUSG00000029273,33.9701,32.2572,29.6357,29.1199,24.647,29.5922,43.9338,30.5074,36.6311,Sult1d1
ENSMUSG00000029272,0,0.4068,0,0,0.1193,0,0.3338,0,0,Sult1e1
ENSMUSG00000106074,0,0,0,0,0,0,0,0,0,Mir3969
ENSMUSG00000106217,0,0,0,0,0,0,0,0,0,Gm43368
ENSMUSG00000105246,0,0,0,0,0,0,0,0,0,Gm21043
ENSMUSG00000070702,0,0,0,0,0,0,0,0,0,Csn1s1
ENSMUSG00000063157,0.0212,0.0243,0,0.0195,0.0214,0,0.0239,0,0.0496,Csn2
ENSMUSG00000094386,0,0,0,0,0,0,0,0,0,Gm25066
ENSMUSG00000105796,0,0,0,0,0,0,0,0,0,Gm42845
ENSMUSG00000095333,0,0,0,0,0,0,0,0,0,Gm24314
ENSMUSG00000061937,0,0,0,0,0,0,0,0,0,Csn1s2a
ENSMUSG00000061388,0,0,0,0,0,0,0,0,0,Csn1s2b
ENSMUSG00000002240,0,0,0,0,0,0,0,0,0,Prr27
ENSMUSG00000104839,0,0,0,0,0,0,0,0,0,Gm42794
ENSMUSG00000067156,0,0,0,0,0,0,0,0,0,Gm7337
ENSMUSG00000009580,0,0,0,0,0,0,0,0,0,Odam
ENSMUSG00000099605,0,0,0,0,0,0,0,0,0,1700066N21Rik
ENSMUSG00000105888,0,0,0,0,0,0,0,0,0,BC037156
ENSMUSG00000001622,0,0,0,0,0.0357,0,0.02,0.0361,0.0276,Csn3
ENSMUSG00000055961,0,0,0,0,0,0,0,0,0,BC051076
ENSMUSG00000007457,0,0,0,0,0,0,0,0,0,2310003L06Rik
ENSMUSG00000100704,0,0,0,0,0,0,0,0,0,Gm28434
ENSMUSG00000007907,0,0,0,0,0,0,0,0,0,Cabs1
ENSMUSG00000029280,0,0,0,0,0,0,0,0,0,Smr3a
ENSMUSG00000105905,0,0,0,0,0,0,0,0,0.0617,Gm7709
ENSMUSG00000104640,0,0,0,0,0,0,0,0,0,Gm42623
ENSMUSG00000029281,0,0,0,0,0,0,0,0,0,Smr2
ENSMUSG00000079439,0,0,0,0,0,0,0,0,0,Gm11116
ENSMUSG00000105807,0,0,0,0,0,0,0,0,0,Gm42622
ENSMUSG00000079438,0,0,0,0,0,0,0,0,0,Gm11115
ENSMUSG00000106065,0,0,0,0,0,0,0,0,0,Gm42621
ENSMUSG00000105576,0,0,0,0,0,0,0,0,0,Gm42164
ENSMUSG00000106593,0,0,0,0,0,0,0,0,0,Gm7048
ENSMUSG00000090302,0,0,0,0,0,0,0,0,0,Gm7714
ENSMUSG00000064156,0,0,0,0,0,0,0,0,0,Prol1
ENSMUSG00000029282,0,0,0,0,0,0,0.0811,0,0.1121,Amtn
ENSMUSG00000106633,0,0,0,0,0,0,0,0.4413,0,Gm43431
ENSMUSG00000105013,0.2689,0,0,0,0.5428,0,0,0,0,Gm7721
ENSMUSG00000029288,0,0,0,0,0,0,0,0,0.0597,Ambn
ENSMUSG00000029286,0,0.0307,0,0,0,0,0,0,0,Enam
ENSMUSG00000067149,124.1172,327.7843,237.7398,149.4237,198.1072,256.7389,442.8182,1791.7807,950.8153,Jchain
ENSMUSG00000106322,0,0,0,0,0,0,0.6852,1.24,0.9471,Gm43432
ENSMUSG00000070697,58.6683,57.0666,60.2713,63.4106,59.9464,62.9529,61.3817,59.3142,59.9384,Utp3
ENSMUSG00000029291,7.4452,8.0956,5.8063,5.8487,6.9928,5.5481,6.0637,6.9774,6.9451,Rufy3
ENSMUSG00000044221,73.4996,71.1687,62.6698,71.734,67.6976,75.4572,67.2901,73.881,77.193,Grsf1
ENSMUSG00000006262,15.9277,15.7956,13.2954,15.6981,16.6094,16.9953,16.5568,15.9387,18.09,Mob1b
ENSMUSG00000095524,0.3039,0,0.3156,0,0,0.3333,0.8583,0.3106,0.4745,Gm15682
ENSMUSG00000029366,9.7845,9.7099,8.9514,9.487,9.9546,11.1556,10.416,10.6346,9.1838,Dck
ENSMUSG00000105640,0,0,0,0,0,0,0,0,0,Gm42912
ENSMUSG00000106305,0,0,0,0,0,0,0,0,0,Gm42911
ENSMUSG00000082389,0,0.1212,0,0,0,0,0.1193,0.2159,0.0824,Mkrn1-ps1
ENSMUSG00000060961,8.5382,7.9572,6.8369,9.1522,9.9474,8.0234,8.9926,6.007,7.8943,Slc4a4
ENSMUSG00000035540,0.4774,0.8215,0.7437,1.1694,0.8032,0.4363,0.4494,0.4879,0.7454,Gc
ENSMUSG00000106534,0.1777,0.2039,0,0,0,0.5847,0.3011,0,0.2775,Gm6366
ENSMUSG00000104715,0,0,0,0,0,0,0,0,0.0535,Gm43515
ENSMUSG00000035528,0,0,0,0,0,0,0.1009,0,0,Npffr2
ENSMUSG00000043635,1.0544,1.2716,0.4773,0.9437,1.2007,0.9784,1.1604,1.1052,1.1819,Adamts3
ENSMUSG00000084500,0,0,0,0,0,0,0,0,0,Gm25320
ENSMUSG00000077175,0,0,0,0,0,0,0,0,0,Gm25758
ENSMUSG00000043618,1.3137,0.3768,1.0232,0.3017,0.663,0,0.371,0.6713,0.2564,Eif5al3-ps
ENSMUSG00000035505,6.0673,6.1522,5.9632,7.5138,6.9991,6.1782,6.9144,6.09,7.1467,Cox18
