gene1	module1	X88	X89	X90	X92	X93	X94	X97	X99	X101	X103	X104	X105	X108	X109	X110	Gene.name	EntrezID	kMEblue	kMEbrown	kMEgreen	kMEgrey	kMEred	kMEturquoise	kMEyellow	degree	betweenness	closeness
ENSMUSG00000076525	turquoise	6	1	5	0	2	1	29	77	81	40	48	2	2	34	50	Igkv1-99	434028	-0.559101603	-0.236859623	-0.046242327	-0.202258109	-0.168756697	0.619234344	-0.481383519			
ENSMUSG00000076526	turquoise	18	18	20	12	20	50	74	52	70	68	67	139	118	200	159	Igkv12-98	435900	-0.873256807	0.022865402	-0.138286851	-0.176600487	-0.300561814	0.872719951	-0.568613497			
ENSMUSG00000094420	turquoise	89	290	166	152	182	244	592	1690	674	1185	539	1021	870	486	2547	Igkv10-96	692165	-0.752755117	-0.1345976	-0.106070174	-0.158306401	-0.118142622	0.820595207	-0.562233996			
ENSMUSG00000096490	turquoise	28	57	52	87	87	125	242	652	329	474	125	332	192	138	442	Igkv10-94	667550	-0.702517639	-0.03113776	-0.289069134	0.017863029	0.116824623	0.744535179	-0.465473765			
ENSMUSG00000098814	turquoise	38	59	84	43	72	193	166	782	601	622	272	225	454	306	688	Igkv19-93	692161	-0.740660421	0.019556654	-0.066855952	-0.25494499	-0.145701063	0.798590835	-0.554929045			
ENSMUSG00000076532	turquoise	14	74	96	55	49	25	287	400	196	139	137	83	359	162	332	Igkv4-91	434033	-0.508046647	-0.368060788	0.135086511	-0.395895186	-0.288722954	0.62187692	-0.411149863			
ENSMUSG00000076534	turquoise	12	30	37	34	21	51	130	58	150	98	62	18	318	102	99	Igkv12-89	384411	-0.304638179	0.005644506	0.188651509	-0.44281956	-0.204563237	0.386559932	-0.435305324			
ENSMUSG00000076535	turquoise	5	8	23	15	13	9	10	8	90	20	54	25	33	31	57	Igkv1-88	692154	-0.474450808	-0.16859709	-0.00810451	-0.171235942	-0.327552382	0.448867861	-0.138448847			
ENSMUSG00000076536	turquoise	14	20	16	6	2	11	22	33	7	250	25	22	85	19	53	Igkv4-86	243451	-0.390500119	-0.130487835	-0.081895407	-0.063779022	0.0609843	0.477567414	-0.417847123			
ENSMUSG00000079543	turquoise	46	218	43	58	134	35	133	402	282	818	379	649	250	543	482	Igkv13-85	434036	-0.861849751	-0.358301302	-0.211251332	0.043633925	-0.141741461	0.882271993	-0.393938714			
ENSMUSG00000076538	turquoise	33	160	33	34	30	45	173	367	470	955	63	266	493	168	530	Igkv13-84	692152	-0.575547016	-0.191071882	0.080326553	-0.28077836	-0.161980324	0.664702871	-0.534172674			
ENSMUSG00000076540	turquoise	3	14	22	19	63	25	104	156	147	79	45	37	27	75	432	Igkv4-80	545848	-0.540556505	-0.102690415	-0.144627525	-0.045240235	-0.077352785	0.546234201	-0.261595472			
ENSMUSG00000076541	turquoise	23	27	1	3	18	7	100	43	17	50	19	94	645	15	21	Igkv4-79	213684	-0.239230961	-0.199980243	0.253217568	-0.325812005	-0.148269499	0.308947643	-0.359871431			
ENSMUSG00000076543	turquoise	33	67	35	51	36	63	242	294	233	770	236	89	221	159	369	Igkv4-74	236047	-0.619159247	-0.150163657	-0.226911714	-0.022414693	0.107448608	0.69674268	-0.582704144			
ENSMUSG00000076545	turquoise	53	99	175	79	64	191	814	764	549	877	219	708	1013	229	1235	Igkv4-72	385109	-0.627342708	-0.070169925	-0.067384632	-0.242543361	-0.078212149	0.710478722	-0.606458255			
ENSMUSG00000076547	turquoise	26	60	30	38	42	28	93	277	200	158	47	352	733	228	559	Igkv4-70	385120	-0.677961094	-0.244375724	0.203133505	-0.439876546	-0.411366691	0.743270235	-0.496509378			
ENSMUSG00000076548	turquoise	3	3	1	0	5	3	15	8	46	19	4	13	5	0	97	Igkv4-69	628541	-0.302479033	-0.019249671	0.064496321	-0.152112755	-0.090959797	0.317985702	-0.357459864			
ENSMUSG00000076549	turquoise	20	52	16	33	26	40	104	371	91	315	25	152	474	430	389	Igkv4-68	384515	-0.703132817	-0.171095624	0.068108649	-0.335343306	-0.275120399	0.782374269	-0.54012753			
ENSMUSG00000076550	turquoise	29	35	26	34	188	113	200	205	121	158	125	48	236	94	285	Igkv4-63	628571	-0.46945408	0.090630007	-0.20200138	0.074044422	0.17025596	0.453020464	-0.212965162			
ENSMUSG00000094262	turquoise	0	3	9	0	0	0	13	4	1	2	265	25	5	1	256	Igkv4-62	636752	-0.379407273	-0.168286422	-0.165396315	0.046621126	-0.076708152	0.395429037	-0.316171492			
ENSMUSG00000076552	turquoise	14	52	46	49	29	60	69	68	150	167	81	106	116	99	353	Igkv4-61	546244	-0.646935973	0.017828447	-0.118677733	-0.133025142	-0.148557172	0.679969658	-0.465001278			
ENSMUSG00000094006	turquoise	49	122	69	98	71	140	554	708	552	844	197	640	348	311	676	Igkv4-59	667683	-0.7487839	-0.108480369	-0.236457871	-0.055334126	0.02788074	0.809560796	-0.604922278			
ENSMUSG00000095633	turquoise	58	22	20	35	42	5	100	38	139	326	100	65	11	9	281	Igkv4-58	381831	-0.321422761	-0.29097822	-0.269527458	0.221134864	0.213805983	0.333331455	-0.28654774			
ENSMUSG00000076555	turquoise	39	85	43	29	96	183	161	1260	692	517	141	440	504	316	823	Igkv4-57-1	384514	-0.731195326	-0.004042752	0.008816298	-0.28492228	-0.197525118	0.783509691	-0.521439342			
ENSMUSG00000076556	turquoise	41	100	50	30	55	82	224	444	591	474	62	412	812	86	574	Igkv4-57	235952	-0.538183241	-0.107760784	0.163143532	-0.380447951	-0.211714683	0.615446726	-0.512896152			
ENSMUSG00000096833	turquoise	75	51	36	29	50	92	274	873	455	233	101	389	378	291	448	Igkv4-55	385253	-0.715700201	-0.108997656	0.055846217	-0.356050247	-0.251096537	0.786184381	-0.612890916			
ENSMUSG00000095753	turquoise	49	104	34	30	51	33	203	549	138	267	66	209	405	320	614	Igkv4-53	546213	-0.679265538	-0.281928055	0.145414584	-0.378154052	-0.334566669	0.774906385	-0.558280016			
ENSMUSG00000094993	turquoise	0	1	1	7	3	0	3	69	0	8	1	114	4	6	40	Igkv4-51	619806	-0.612754502	-0.239865701	-0.25721751	0.104389969	-0.005957061	0.625094548	-0.222945446			
ENSMUSG00000076562	turquoise	26	43	81	23	30	22	81	1147	89	282	147	55	38	88	57	Igkv4-50	381782	-0.445326596	-0.22242586	-0.108677052	-0.075456103	-0.009739375	0.527454203	-0.247705608			
ENSMUSG00000076563	turquoise	51	169	147	99	135	149	667	1924	544	559	360	1229	522	961	1173	Igkv5-48	619846	-0.836595707	-0.200792961	-0.145619382	-0.155155894	-0.202299529	0.888508112	-0.50809862			
ENSMUSG00000076564	turquoise	29	153	106	85	67	337	353	1442	749	982	150	243	1274	194	2287	Igkv12-46	692245	-0.480659588	0.086693857	0.09372605	-0.355459974	-0.12393142	0.572151775	-0.537369124			
ENSMUSG00000094094	turquoise	3	8	12	4	6	5	29	43	17	20	18	40	148	10	24	Igkv5-45	545850	-0.442304271	-0.240378731	0.196083595	-0.397948752	-0.253323331	0.529892755	-0.37349028			
ENSMUSG00000096422	turquoise	73	355	112	170	84	195	1226	1245	985	1485	511	724	654	971	2339	Igkv12-44	545851	-0.717023419	-0.1629923	-0.126906461	-0.164147299	-0.10086729	0.801831908	-0.675841168			
ENSMUSG00000094433	turquoise	108	118	107	144	242	310	342	1716	979	744	513	848	1936	670	1596	Igkv5-43	381783	-0.788652058	-0.071950472	-0.004708209	-0.297022965	-0.213652295	0.835084956	-0.549932234			
ENSMUSG00000095007	turquoise	38	144	103	32	56	71	481	472	519	437	61	232	477	222	429	Igkv12-41	619960	-0.505289348	-0.187514223	0.178251751	-0.416404779	-0.267960324	0.607525491	-0.494614764			
ENSMUSG00000076569	turquoise	56	343	106	77	81	214	663	696	774	327	474	686	1022	268	1670	Igkv5-39	620017	-0.569786205	-0.048072298	0.125107238	-0.363654211	-0.263637176	0.653827486	-0.622039204			
ENSMUSG00000076570	turquoise	0	7	1	3	11	3	73	10	8	85	3	17	8	43	11	Igkv12-38	620050	-0.502388276	-0.175767195	-0.426467487	0.303798305	0.259486686	0.504970583	-0.235114042			
ENSMUSG00000076571	turquoise	1	0	21	0	7	0	8	60	4	0	12	5	0	3	148	Igkv5-37	384417	-0.290841896	-0.213810908	0.06465195	-0.185054519	-0.280057782	0.31775464	-0.082157085			
ENSMUSG00000104769	turquoise	0	1	0	3	7	6	8	2	3	3	5	4	33	1	81	Igkv8-34	620126	-0.252218544	0.11815338	-0.026888314	-0.058428641	0.025486809	0.246736689	-0.268657612			
ENSMUSG00000076576	turquoise	110	75	47	45	203	61	262	431	128	370	220	126	628	94	1043	Igkv6-32	434039	-0.466480982	-0.242821682	0.063373552	-0.181441676	-0.081190149	0.523901772	-0.403511253			
ENSMUSG00000076577	turquoise	81	244	130	60	142	160	558	866	1435	244	663	261	152	358	1931	Igkv8-30	384419	-0.488252403	-0.082847643	0.045512405	-0.236999172	-0.250016537	0.530807426	-0.431774947			
ENSMUSG00000094356	turquoise	23	67	24	30	173	41	376	341	270	255	223	140	243	203	781	Igkv8-28	434040	-0.681997936	-0.271077629	-0.13770854	-0.045394259	-0.066954622	0.705890832	-0.423467703			
ENSMUSG00000076580	turquoise	148	60	37	117	96	131	294	609	373	354	88	400	346	277	446	Igkv8-27	434041	-0.696391619	-0.075424255	-0.087000007	-0.189643658	-0.056271589	0.748835976	-0.616895975			
ENSMUSG00000094930	turquoise	51	263	139	94	96	127	613	684	423	647	349	268	250	487	859	Igkv6-25	381784	-0.660925676	-0.189189541	-0.128670196	-0.122612752	-0.113838853	0.745371293	-0.527769589			
ENSMUSG00000076583	turquoise	37	185	314	74	485	161	1207	374	545	349	4572	532	404	284	895	Igkv8-24	677858	-0.457760272	-0.193795572	-0.347082847	0.239726793	0.086714552	0.431976646	-0.135639246			
ENSMUSG00000095630	turquoise	241	134	190	79	101	122	362	956	464	926	411	769	662	576	1318	Igkv6-23	637227	-0.811991612	-0.265493061	0.001898185	-0.29443138	-0.297175805	0.88851453	-0.635262738			
ENSMUSG00000076586	turquoise	85	108	126	214	58	269	416	487	281	812	437	350	234	185	656	Igkv8-21	620400	-0.602574408	0.106731214	-0.470524587	0.170075463	0.315298694	0.662498687	-0.602351768			
ENSMUSG00000076587	turquoise	23	53	24	64	34	77	51	169	213	392	67	181	178	145	193	Igkv6-20	108024	-0.728701134	-0.00996855	-0.200373205	-0.054601006	0.005593001	0.765879003	-0.490250788			
ENSMUSG00000096594	turquoise	28	139	63	37	129	65	320	894	471	150	493	466	118	144	398	Igkv8-19	232065	-0.638599074	-0.212757487	-0.163961906	-0.014270325	-0.078139323	0.666920814	-0.338560783			
ENSMUSG00000095794	turquoise	286	415	276	357	309	521	1219	2262	1064	1140	1157	4404	1106	898	3439	Igkv6-17	667865	-0.802579593	-0.087014816	-0.235441156	-0.031315836	-0.070245779	0.834257998	-0.575835032			
ENSMUSG00000076591	turquoise	2	8	0	3	8	8	27	8	19	51	4	17	40	15	20	Igkv8-16	640340	-0.513185739	-0.018435267	-0.160786758	0.028089927	0.147913283	0.536637066	-0.459504896			
ENSMUSG00000094797	turquoise	348	319	389	237	135	238	963	1476	1737	1286	1778	1271	931	709	3222	Igkv6-15	108022	-0.708667975	-0.243596435	-0.041946308	-0.253590319	-0.232300925	0.787497731	-0.669129624			
ENSMUSG00000096844	turquoise	16	31	30	94	26	47	139	282	136	56	432	219	395	69	479	Igkv6-14	667881	-0.588805943	-0.156239612	-0.134719787	-0.127593455	-0.057574021	0.644233041	-0.532795072			
ENSMUSG00000076594	turquoise	38	65	79	23	50	37	176	1375	448	529	1126	268	1268	160	299	Igkv6-13	667899	-0.634515962	-0.284359237	0.004178119	-0.255642944	-0.153767525	0.719052223	-0.49517428			
ENSMUSG00000094117	turquoise	71	140	210	240	220	165	1063	766	1168	1348	250	525	1149	285	1161	Igkv3-12	667914	-0.534030187	-0.202476676	-0.111030793	-0.141168745	0.029194301	0.597863365	-0.438838841			
ENSMUSG00000076596	turquoise	43	60	44	68	85	54	238	432	227	503	362	112	152	302	728	Igkv3-10	667924	-0.740848723	-0.240220647	-0.262333306	0.008479403	2.04E-05	0.789834323	-0.526451548			
ENSMUSG00000095338	turquoise	1	0	0	3	0	1	0	43	11	1	0	1	0	0	10	Igkv3-9	667928	-0.240508668	0.011847319	0.037924509	-0.208874853	-0.015028575	0.307217655	-0.309718003			
ENSMUSG00000076598	turquoise	49	199	116	108	130	171	899	860	721	637	188	449	334	126	858	Igkv3-7	108005	-0.469403895	-0.066880204	-0.131700279	-0.077800675	0.084115005	0.54089607	-0.46356668			
ENSMUSG00000095335	turquoise	78	154	137	120	122	362	457	878	1316	1085	397	436	637	338	1272	Igkv3-5	667940	-0.651476158	0.081567352	-0.09510105	-0.204857114	-0.055039273	0.707332415	-0.580635958			
ENSMUSG00000096715	turquoise	69	98	68	76	107	129	391	469	291	177	291	220	359	430	592	Igkv3-4	626347	-0.777892912	-0.113168158	-0.060077527	-0.252375048	-0.238062426	0.83294209	-0.616131184			
ENSMUSG00000095351	turquoise	92	204	44	103	125	128	405	632	235	306	115	157	512	386	1126	Igkv3-2	626583	-0.500261606	-0.107042822	0.152849315	-0.340650306	-0.221421536	0.591731438	-0.54780032			
ENSMUSG00000095682	turquoise	11	27	25	10	16	24	46	131	27	161	51	92	29	20	97	Igkv3-1	108004	-0.616741424	-0.104223392	-0.294842216	0.108611871	0.125593671	0.671425128	-0.382718391			
ENSMUSG00000076604	turquoise	9	16	16	25	13	17	75	90	53	84	35	62	51	26	97	Igkj1	110759	-0.663177996	-0.184059658	-0.27395806	-0.008726113	0.117903082	0.740191183	-0.558621997			
ENSMUSG00000076605	turquoise	19	54	18	36	29	34	77	139	77	84	90	107	67	72	159	Igkj2	110760	-0.773424075	-0.160482659	-0.210301424	-0.0219374	-0.047906792	0.830882397	-0.555344206			
ENSMUSG00000076608	turquoise	10	33	17	27	30	34	97	96	72	79	56	76	113	48	122	Igkj5	110763	-0.71699891	-0.09611928	-0.174932806	-0.090758434	0.017224435	0.778395574	-0.556015593			
ENSMUSG00000076609	turquoise	5011	9286	6924	6215	7589	8937	27414	55436	35994	39861	27592	33747	40077	23896	68907	Igkc	16071	-0.813956121	-0.174025548	-0.090545805	-0.212621146	-0.170768491	0.880549099	-0.618538899			
ENSMUSG00000056737	turquoise	1137	874	1113	1272	1329	1224	2148	1941	1522	1920	1727	2150	2225	2678	2274	Capg	12332	-0.925251726	-0.145012496	-0.364984673	0.076982868	-0.09052543	0.913788465	-0.360665583			
ENSMUSG00000079523	turquoise	5198	4234	5333	5346	4668	4345	8481	6585	6968	5971	5704	6184	9390	8184	9267	Tmsb10	19240	-0.707177544	-0.33250542	0.179862325	-0.47653784	-0.566699228	0.781723897	-0.37710025			
ENSMUSG00000052861	turquoise	1029	885	684	1220	913	742	2283	976	1568	1162	1123	1272	1633	1180	2418	Dnah6	330355	-0.396985752	-0.361364251	-0.090116925	-0.038264876	0.020421661	0.448032367	-0.605189582			
ENSMUSG00000030017	turquoise	564	468	415	318	407	371	800	1043	1585	862	831	840	2679	834	1786	Reg3g	19695	-0.57566099	-0.250118969	0.387830513	-0.615788206	-0.514702931	0.66300273	-0.569044204			
ENSMUSG00000033788	turquoise	775	869	757	1036	1086	653	1620	1504	1605	1477	1649	2015	2106	2417	2517	Dysf	26903	-0.931382162	-0.425864875	-0.161257296	-0.070143444	-0.296339203	0.937389315	-0.388385305			
ENSMUSG00000051343	turquoise	932	780	700	1199	986	963	1859	1404	1509	1346	1412	1648	1617	1759	1946	Rab11fip5	52055	-0.945921369	-0.126702826	-0.453234146	0.153323093	0.053439452	0.938640879	-0.559855024			
ENSMUSG00000030000	turquoise	72	72	62	140	80	71	252	194	276	213	264	243	315	307	432	Add2	11519	-0.857321156	-0.301491781	-0.208075232	-0.113560858	-0.151354231	0.895710245	-0.640433691			
ENSMUSG00000030046	turquoise	0	0	0	0	0	0	0	1	45	1	0	0	0	3	0	Bmp10	12154	-0.220120039	-0.058653509	0.180592578	-0.310200106	-0.270629614	0.224093423	-0.162068277			
ENSMUSG00000030047	turquoise	392	344	409	549	463	503	965	714	561	723	636	896	837	1080	950	Arhgap25	232201	-0.900459249	-0.069471205	-0.459898155	0.144590322	0.007388657	0.894232746	-0.430753017			
ENSMUSG00000033174	turquoise	3262	2914	3386	4203	3138	2695	6135	3857	5968	4567	4464	5086	6250	5932	6921	Mgll	23945	-0.800705113	-0.434449848	-0.091316312	-0.200127558	-0.357717391	0.83346561	-0.42441991			
ENSMUSG00000033152	turquoise	160	127	149	170	132	129	300	299	275	246	230	205	346	240	324	Podxl2	319655	-0.709848321	-0.325979624	0.018866228	-0.342648951	-0.233322457	0.814980276	-0.603770974			
ENSMUSG00000064080	turquoise	473	396	312	507	415	540	944	641	920	696	692	1103	1066	903	1312	Fbln2	14115	-0.858986222	0.009351508	-0.182215311	-0.118735874	-0.1454332	0.870164338	-0.693343092			
ENSMUSG00000030096	turquoise	4719	4481	3983	7599	7477	5869	11506	7319	8397	9606	9725	11284	9129	12127	12769	Slc6a6	21366	-0.904593945	-0.122711899	-0.64553686	0.430197306	0.216354819	0.838566086	-0.318455982			
ENSMUSG00000030022	turquoise	1625	1461	884	1084	1265	878	1593	2198	2348	1182	1736	1306	2459	2151	3029	Adamts9	101401	-0.445168395	-0.341578914	0.492855981	-0.570759695	-0.636280673	0.515026752	-0.377458586			
ENSMUSG00000030074	turquoise	108	89	42	75	60	78	169	131	206	111	121	160	196	175	215	Gxylt2	232313	-0.695001767	-0.12885765	0.163892611	-0.408796529	-0.371106309	0.758763805	-0.778497494			
ENSMUSG00000035357	turquoise	976	785	747	975	728	612	1554	1499	1613	1197	1290	1595	1906	1546	1801	Pdzrn3	55983	-0.796201098	-0.462410503	0.063679545	-0.339577514	-0.38336309	0.874338518	-0.597641687			
ENSMUSG00000030077	turquoise	28	30	24	19	21	100	60	130	79	122	69	190	88	97	145	Chl1	12661	-0.806443016	0.249309064	-0.258957575	-0.042527501	-0.031369461	0.82308561	-0.589006753			
ENSMUSG00000034648	turquoise	7	9	7	7	4	42	14	78	10	87	90	135	34	131	80	Lrrn1	16979	-0.89004595	0.059920919	-0.388520835	0.092996349	-0.02931366	0.895930626	-0.537392738			
ENSMUSG00000030103	turquoise	1244	1258	1370	1566	2053	1648	3167	2181	2411	2435	2120	2732	2913	3081	3975	Bhlhe40	20893	-0.943358205	-0.095233007	-0.370680522	0.117845361	-0.077857405	0.901394515	-0.312034841			
ENSMUSG00000030104	turquoise	2142	2019	1524	1827	1794	1615	3227	2568	2906	2261	2031	2472	3518	2842	3789	Edem1	192193	-0.641650511	-0.299655351	0.389377476	-0.547416239	-0.576990711	0.734105386	-0.570748108			
ENSMUSG00000034387	turquoise	1	3	6	6	9	5	5	12	6	21	40	49	15	48	29	Ssu2	243612	-0.898499493	-0.202006574	-0.434902793	0.212459899	-0.090872394	0.853367743	-0.259924531			
ENSMUSG00000009394	turquoise	165	114	108	227	181	153	381	329	418	362	358	458	347	443	613	Syn2	20965	-0.933347597	-0.232599064	-0.360635577	0.057840948	-0.037787737	0.932808039	-0.590428587			
ENSMUSG00000030123	turquoise	4254	4001	3173	5486	4354	3627	7503	5318	5472	5191	5440	6439	7833	7338	8339	Plxnd1	67784	-0.824082209	-0.340663925	-0.234500694	0.036311507	-0.119845514	0.841048982	-0.459529071			
ENSMUSG00000030111	turquoise	1	0	3	158	1	0	23	8	2	13	148	155	3	6	770	A2m	232345	-0.360038866	-0.179576724	-0.380497933	0.254681186	0.156762139	0.351580892	-0.277514904			
ENSMUSG00000030116	turquoise	195	157	187	203	221	214	329	343	331	338	320	607	416	615	524	Mfap5	50530	-0.943980496	-0.138595103	-0.243237024	-0.028630434	-0.258659107	0.921892327	-0.395814864			
ENSMUSG00000040613	turquoise	209	189	238	319	260	268	526	430	356	658	604	715	518	640	615	Apobec1	11810	-0.912485445	-0.169952094	-0.520729949	0.23589369	0.087470852	0.905722374	-0.44239708			
ENSMUSG00000003153	turquoise	208	242	302	630	566	320	666	600	548	706	635	678	793	748	812	Slc2a3	20527	-0.815762485	-0.272405163	-0.588917882	0.370528231	0.217767833	0.769327777	-0.121690211			
ENSMUSG00000040552	turquoise	115	105	91	141	111	122	255	292	243	404	299	522	299	322	341	C3ar1	12267	-0.91517512	-0.201164905	-0.374102288	0.097791685	0.005925683	0.931689452	-0.547453101			
ENSMUSG00000030148	turquoise	137	112	145	167	132	156	252	222	241	245	254	246	258	338	339	Clec4a2	26888	-0.919667546	-0.101298899	-0.314398692	-0.030447352	-0.168394915	0.931140017	-0.50736081			
ENSMUSG00000023349	turquoise	560	423	555	540	667	540	993	1258	950	1026	1231	1124	1439	2079	1524	Clec4n	56620	-0.925352224	-0.248619469	-0.151235258	-0.143791069	-0.313290877	0.935968482	-0.430133376			
ENSMUSG00000030144	turquoise	46	31	95	52	49	40	169	204	85	148	167	219	178	278	191	Clec4d	17474	-0.873850946	-0.339181643	-0.227633775	-0.099273998	-0.241398161	0.9113036	-0.441390987			
ENSMUSG00000038527	turquoise	214	151	221	223	274	217	417	298	355	339	329	363	363	467	487	C1rl	232371	-0.939738658	-0.183974312	-0.371804327	0.096548996	-0.151495304	0.891461698	-0.287673386			
ENSMUSG00000055172	turquoise	1625	1209	1267	1547	1371	1479	3115	2114	2386	2020	1791	1817	2510	2343	3028	C1ra	50909	-0.784683354	-0.080518484	-0.09913316	-0.258909617	-0.16692118	0.856440723	-0.75454513			
ENSMUSG00000038521	turquoise	1995	1693	1563	2089	1679	1979	4093	2809	3411	2503	2478	2389	3655	2898	4013	C1s1	50908	-0.717627105	-0.029832121	-0.008099707	-0.354340234	-0.17780142	0.811887163	-0.826810561			
ENSMUSG00000000182	turquoise	4	0	1	8	1	0	7	7	2	3	24	43	14	9	71	Fgf23	64654	-0.620418382	-0.316783714	-0.225723246	0.029974515	-0.096825038	0.625647423	-0.44702539			
ENSMUSG00000000184	turquoise	4153	3646	3154	3865	3474	2879	7548	5210	7548	4846	4457	5540	8506	5823	8763	Ccnd2	12444	-0.660454464	-0.425102785	0.303522652	-0.537901964	-0.507466073	0.750903814	-0.629938656			
ENSMUSG00000047228	turquoise	244	178	132	304	180	208	624	342	386	306	255	296	686	262	545	A2ml1	232400	-0.341957135	-0.116976403	0.041793955	-0.280346049	0.064996995	0.446770863	-0.726957944			
ENSMUSG00000053063	turquoise	144	125	144	218	169	184	404	262	290	321	310	327	301	335	423	Clec12a	232413	-0.914863992	-0.104281299	-0.554784873	0.216915057	0.150106506	0.915716007	-0.563062246			
ENSMUSG00000079293	turquoise	1515	1163	1535	1947	2002	1765	2851	2827	2078	3138	2742	3581	3000	5010	3259	Clec7a	56644	-0.912745858	-0.140638996	-0.443783677	0.178776008	-0.037875403	0.880388427	-0.293361815			
ENSMUSG00000030162	turquoise	466	338	328	483	581	442	759	730	587	753	719	1103	713	1319	1042	Olr1	108078	-0.927765841	-0.172140456	-0.396381629	0.182564305	-0.083598228	0.881482225	-0.332805268			
ENSMUSG00000067591	turquoise	65	56	70	84	78	96	93	186	99	157	166	170	169	297	174	Klra3	16634	-0.88953321	-0.073442159	-0.282657052	-0.007786755	-0.167316663	0.890624658	-0.385305737			
ENSMUSG00000090698	turquoise	62	90	101	173	149	231	335	431	199	212	343	752	343	663	503	Apold1	381823	-0.886105376	0.015393672	-0.412178544	0.110963841	-0.042091331	0.864511009	-0.415928983			
